jboolean_var,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,AP,1,High
jboolean_var,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,nDCG,1,High
jboolean_var,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,QMeasure,1,High
jboolean_var,Boolean_Expressions,easy,us13C05,RANDOM::BASELINE,RMSE,0.25,High
jbankaccount,Classes,medium,us13C05,RANDOM::BASELINE,AP,0.25,High
jbankaccount,Classes,medium,us13C05,RANDOM::BASELINE,nDCG,0.5,High
jbankaccount,Classes,medium,us13C05,RANDOM::BASELINE,QMeasure,0.4,High
jbankaccount,Classes,medium,us13C05,RANDOM::BASELINE,RMSE,0.68,High
jarray4,Arrays,medium,us13C05,RANDOM::BASELINE,AP,1,High
jarray4,Arrays,medium,us13C05,RANDOM::BASELINE,nDCG,1,High
jarray4,Arrays,medium,us13C05,RANDOM::BASELINE,QMeasure,1,High
jarray4,Arrays,medium,us13C05,RANDOM::BASELINE,RMSE,0.25,High
jwhile3,Loops_while,medium,us13C05,RANDOM::BASELINE,AP,0.58,High
jwhile3,Loops_while,medium,us13C05,RANDOM::BASELINE,nDCG,0.82,High
jwhile3,Loops_while,medium,us13C05,RANDOM::BASELINE,QMeasure,0.65,High
jwhile3,Loops_while,medium,us13C05,RANDOM::BASELINE,RMSE,0.56,High
j2d_arrays1,Two-dimensional_Arrays,medium,us13C05,RANDOM::BASELINE,AP,0.7,High
j2d_arrays1,Two-dimensional_Arrays,medium,us13C05,RANDOM::BASELINE,nDCG,0.72,High
j2d_arrays1,Two-dimensional_Arrays,medium,us13C05,RANDOM::BASELINE,QMeasure,0.79,High
j2d_arrays1,Two-dimensional_Arrays,medium,us13C05,RANDOM::BASELINE,RMSE,0.6,High
jwhile4,Loops_while,medium,us13C05,RANDOM::BASELINE,AP,0.58,High
jwhile4,Loops_while,medium,us13C05,RANDOM::BASELINE,nDCG,0.82,High
jwhile4,Loops_while,medium,us13C05,RANDOM::BASELINE,QMeasure,0.65,High
